Frame,Front_DL_FPS,Back_DL_FPS,Power_W,GPU_Load_%,Temp_GPU_C,Temp_CPU_C,Temp_TJ_C,RAM_MB,CPU1_Load_%,CPU2_Load_%,CPU3_Load_%,CPU4_Load_%,CPU5_Load_%,CPU6_Load_%
288,13.310982827728251,15.151244992396029,9144,70.8,55.093,55.312,55.406,0.7274527926135184,4,5,3,3,67,1
289,13.917964952100318,15.20138013018455,9184,63.1,55.093,55.156,55.156,0.7276788529054898,6,6,4,3,66,1
290,13.699309858280884,15.339589657316315,9184,63.1,55.093,55.156,55.156,0.7276788529054898,6,6,4,3,66,1
291,13.467540890963852,15.309969739997591,9184,63.1,55.093,55.156,55.156,0.7276788529054898,6,6,4,3,66,1
292,13.968162623719511,15.13746521775221,9184,63.1,55.093,55.156,55.156,0.7276788529054898,6,6,4,3,66,1
293,13.523600099307748,15.298410452061889,9265,86.5,55.187,55.187,55.187,0.7277101220161707,17,35,22,3,0,0
294,14.266194562640518,15.175804414919984,9265,86.5,55.187,55.187,55.187,0.7277101220161707,17,35,22,3,0,0
295,13.601001355461733,15.341216747561274,9265,86.5,55.187,55.187,55.187,0.7277101220161707,17,35,22,3,0,0
296,14.021066847628058,15.181517100591073,9265,86.5,55.187,55.187,55.187,0.7277101220161707,17,35,22,3,0,0
297,13.591613603590467,15.35621343369921,9184,99.5,54.968,55.156,55.156,0.7278013663063543,4,4,63,3,0,2
298,14.240088001032111,15.235449456772455,9184,99.5,54.968,55.156,55.156,0.7278013663063543,4,4,63,3,0,2
299,13.793377422463093,15.310249165918366,9184,99.5,54.968,55.156,55.156,0.7278013663063543,4,4,63,3,0,2
300,14.123947683894345,15.207608329133476,9184,99.5,54.968,55.156,55.156,0.7278013663063543,4,4,63,3,0,2
301,13.829123460657115,15.298801060698354,8940,2.3,55.0,55.312,55.312,0.7277680467621861,6,53,13,3,1,5
302,13.46326118566976,15.295899872725748,8940,2.3,55.0,55.312,55.312,0.7277680467621861,6,53,13,3,1,5
303,13.31174325495187,15.265781504775216,8940,2.3,55.0,55.312,55.312,0.7277680467621861,6,53,13,3,1,5
304,13.830217857955425,15.256841255233473,8940,2.3,55.0,55.312,55.312,0.7277680467621861,6,53,13,3,1,5
305,13.32218678931253,15.277625401126981,8737,,55.062,55.531,55.531,0.7277680467621861,4,40,4,28,1,4
306,13.612213106241562,15.319643809398581,8737,,55.062,55.531,55.531,0.7277680467621861,4,40,4,28,1,4
307,13.333536786958623,15.27083932556861,8737,,55.062,55.531,55.531,0.7277680467621861,4,40,4,28,1,4
308,13.676171471239407,15.286812890434225,8737,,55.062,55.531,55.531,0.7277680467621861,4,40,4,28,1,4
309,13.297183509390415,15.248632121602117,8656,,54.718,55.5,55.5,0.727799315872867,6,2,6,66,0,4
310,13.74163406787102,15.264448132296852,8656,,54.718,55.5,55.5,0.727799315872867,6,2,6,66,0,4
311,13.486681500726698,15.233236119837727,8656,,54.718,55.5,55.5,0.727799315872867,6,2,6,66,0,4
312,13.194406782326942,15.209869380117638,8656,,54.718,55.5,55.5,0.727799315872867,6,2,6,66,0,4
313,13.683845815049834,15.262281898731874,8656,,55.0,55.375,55.375,0.7280253761648384,13,3,3,58,1,4
