Frame,Front_DL_FPS,Back_DL_FPS,Power_W,GPU_Load_%,Temp_GPU_C,Temp_CPU_C,Temp_TJ_C,RAM_MB,CPU1_Load_%,CPU2_Load_%,CPU3_Load_%,CPU4_Load_%,CPU5_Load_%,CPU6_Load_%
266,15.55145065905341,15.539869436025876,9306,,54.875,55.312,55.312,0.7283442185721088,2,4,65,3,1,2
267,15.562471708334261,15.570675497082101,9306,,54.875,55.312,55.312,0.7283442185721088,2,4,65,3,1,2
268,15.567496947225036,15.466749268019264,9900,77.2,55.718,55.531,55.718,0.7283765128995334,2,2,64,3,2,2
269,15.540617948594443,15.570444286053695,9900,77.2,55.718,55.531,55.718,0.7283765128995334,2,2,64,3,2,2
270,15.545283382503372,15.55358440749366,9900,77.2,55.718,55.531,55.718,0.7283765128995334,2,2,64,3,2,2
271,15.553815118072862,15.554334241901689,9900,77.2,55.718,55.531,55.718,0.7283765128995334,2,2,64,3,2,2
272,15.555603357155837,15.545283382503372,9900,77.2,55.718,55.531,55.718,0.7283765128995334,2,2,64,3,2,2
273,15.50918503180003,15.582881621037224,9469,,55.093,55.375,55.375,0.7283765128995334,3,3,64,3,2,2
274,15.52980031916351,15.56426193860095,9469,,55.093,55.375,55.375,0.7283765128995334,3,3,64,3,2,2
275,15.541481706548884,15.554738028837596,9469,,55.093,55.375,55.375,0.7283765128995334,3,3,64,3,2,2
276,15.550874070778415,15.570213081891751,9469,,55.093,55.375,55.375,0.7283765128995334,3,3,64,3,2,2
277,15.5200888066605,15.45073914308764,9778,99.5,55.625,55.5,55.625,0.7284359754706642,3,3,6,60,0,2
278,15.548856348470807,15.57628446755176,9778,99.5,55.625,55.5,55.625,0.7284359754706642,3,3,6,60,0,2
279,15.535322332722188,15.562587194633263,9778,99.5,55.625,55.5,55.625,0.7284359754706642,3,3,6,60,0,2
280,15.543324711131534,15.579119401543684,9778,99.5,55.625,55.5,55.625,0.7284359754706642,3,3,6,60,0,2
281,15.551047042771549,15.560104616868543,9778,99.5,55.625,55.5,55.625,0.7284359754706642,3,3,6,60,0,2
282,15.558488480356699,15.578598622021653,9657,27.3,55.125,55.687,55.687,0.728444689812985,5,3,6,63,2,1
283,15.532503314397447,15.571080132905166,9657,27.3,55.125,55.687,55.687,0.728444689812985,5,3,6,63,2,1
284,15.545225767475992,15.549721022485032,9657,27.3,55.125,55.687,55.687,0.728444689812985,5,3,6,63,2,1
285,15.574491470669052,15.56333789735769,9657,27.3,55.125,55.687,55.687,0.728444689812985,5,3,6,63,2,1
286,15.441978963025141,15.544131163094074,9657,69.6,55.906,55.687,55.906,0.7284769841404096,5,2,3,68,0,0
287,15.516414244175293,15.58525564803805,9657,69.6,55.906,55.687,55.906,0.7284769841404096,5,2,3,68,0,0
288,15.553930475929127,15.588557326722738,9657,69.6,55.906,55.687,55.906,0.7284769841404096,5,2,3,68,0,0
289,15.519227424934787,15.57090671497728,9657,69.6,55.906,55.687,55.906,0.7284769841404096,5,2,3,68,0,0
290,15.553469054770646,15.56426193860095,9657,69.6,55.906,55.687,55.906,0.7284769841404096,5,2,3,68,0,0
291,15.549317495977638,15.540675529471047,9900,99.5,55.656,55.625,55.656,0.7284769841404096,3,0,34,29,0,2
292,15.546378149173625,15.553065333714036,9900,99.5,55.656,55.625,55.656,0.7284769841404096,3,0,34,29,0,2
293,15.550874070778415,15.565994811711134,9900,99.5,55.656,55.625,55.656,0.7284769841404096,3,0,34,29,0,2
294,15.552661633615639,15.590991037874367,9900,99.5,55.656,55.625,55.656,0.7284769841404096,3,0,34,29,0,2
295,15.420348679034404,15.544131163094074,9509,,55.75,55.625,55.75,0.7285738671226831,3,2,67,3,2,1
296,15.533308643804162,15.564781760021376,9509,,55.75,55.625,55.75,0.7285738671226831,3,2,67,3,2,1
297,15.510504147298432,15.582534263115464,9509,,55.75,55.625,55.75,0.7285738671226831,3,2,67,3,2,1
298,15.536876106653628,15.567208052495621,9509,,55.75,55.625,55.75,0.7285738671226831,3,2,67,3,2,1
299,15.572525432538798,15.461788851656474,9509,,55.75,55.625,55.75,0.7285738671226831,3,2,67,3,2,1
300,15.560508703459124,15.560162342239403,10062,99.5,56.0,55.593,56.0,0.7285738671226831,2,4,62,0,0,1
301,15.568132553374706,15.554391924466168,10062,99.5,56.0,55.593,56.0,0.7285738671226831,2,4,62,0,0,1
302,15.557161190774686,15.58409749572713,10062,99.5,56.0,55.593,56.0,0.7285738671226831,2,4,62,0,0,1
303,15.575590355271514,15.564897280608005,10062,99.5,56.0,55.593,56.0,0.7285738671226831,2,4,62,0,0,1
304,15.461503866938962,15.571426980349646,9347,,55.156,55.718,55.718,0.7286374305607884,4,3,64,3,1,6
305,15.547012031936898,15.569288333902508,9347,,55.156,55.718,55.718,0.7286374305607884,4,3,64,3,1,6
306,15.549317495977638,15.569519510601651,9347,,55.156,55.718,55.718,0.7286374305607884,4,3,64,3,1,6
307,15.551392998301855,15.560393248005935,9347,,55.156,55.718,55.718,0.7286374305607884,4,3,64,3,1,6
308,15.516701256709913,15.45068222674093,9347,,55.156,55.718,55.718,0.7286374305607884,4,3,64,3,1,6
309,15.530145330000925,15.577267899189625,9981,85.2,56.031,55.687,56.031,0.7287666078704864,4,2,65,5,2,2
310,15.547415438791585,15.559931443325741,9981,85.2,56.031,55.687,56.031,0.7287666078704864,4,2,65,5,2,2
311,15.567092497606092,15.579929572233036,9981,85.2,56.031,55.687,56.031,0.7287666078704864,4,2,65,5,2,2
312,15.553815118072862,15.585429385731857,9981,85.2,56.031,55.687,56.031,0.7287666078704864,4,2,65,5,2,2
313,15.492228591690798,15.5318706141569,9413,,55.281,55.812,55.812,0.7287666078704864,3,2,64,2,0,1
