Frame,Front_DL_FPS,Power_W,GPU_Load_%,Temp_GPU_C,Temp_CPU_C,Temp_TJ_C,RAM_MB,CPU1_Load_%,CPU2_Load_%,CPU3_Load_%,CPU4_Load_%,CPU5_Load_%,CPU6_Load_%
84,14.241828689398519,9062,99.7,53.187,53.031,53.187,0.7271277989057862,7,3,3,3,67,2
85,13.907535189084339,9062,99.7,53.187,53.031,53.187,0.7271277989057862,7,3,3,3,67,2
86,14.066773764048147,9062,99.7,53.187,53.031,53.187,0.7271277989057862,7,3,3,3,67,2
87,13.882815551333568,9062,99.7,53.187,53.031,53.187,0.7271277989057862,7,3,3,3,67,2
88,13.881023692667155,9062,99.7,53.187,53.031,53.187,0.7271277989057862,7,3,3,3,67,2
89,13.783812916540692,9062,99.7,53.187,53.031,53.187,0.7271277989057862,7,3,3,3,67,2
90,13.865742791592561,9062,99.7,53.187,53.031,53.187,0.7271277989057862,7,3,3,3,67,2
91,13.803364038162186,8900,,53.125,53.375,53.125,0.7269704281356383,2,4,2,1,4,63
92,13.799685466306071,8900,,53.125,53.375,53.125,0.7269704281356383,2,4,2,1,4,63
93,13.825476720230737,8900,,53.125,53.375,53.125,0.7269704281356383,2,4,2,1,4,63
94,13.821012083447291,8900,,53.125,53.375,53.125,0.7269704281356383,2,4,2,1,4,63
95,13.817915866390372,8900,,53.125,53.375,53.125,0.7269704281356383,2,4,2,1,4,63
96,13.861297923599842,8900,,53.125,53.375,53.125,0.7269704281356383,2,4,2,1,4,63
97,13.891275692360683,8900,,53.125,53.375,53.125,0.7269704281356383,2,4,2,1,4,63
98,14.0348604144568,8900,,53.125,53.375,53.125,0.7269704281356383,2,4,2,1,4,63
99,13.850769926788432,8818,46.3,52.906,53.406,53.406,0.7270575715588472,5,4,3,3,2,62
100,13.833228343859766,8818,46.3,52.906,53.406,53.406,0.7270575715588472,5,4,3,3,2,62
101,14.03965228102709,8818,46.3,52.906,53.406,53.406,0.7270575715588472,5,4,3,3,2,62
102,14.019426562113525,8818,46.3,52.906,53.406,53.406,0.7270575715588472,5,4,3,3,2,62
103,14.06918019589427,8818,46.3,52.906,53.406,53.406,0.7270575715588472,5,4,3,3,2,62
104,14.073948305309393,8818,46.3,52.906,53.406,53.406,0.7270575715588472,5,4,3,3,2,62
105,14.005242402689987,8818,46.3,52.906,53.406,53.406,0.7270575715588472,5,4,3,3,2,62
106,14.053623722566593,8818,46.3,52.906,53.406,53.406,0.7270575715588472,5,4,3,3,2,62
107,13.955474814422939,9103,99.4,53.156,53.281,53.281,0.7270960171867334,6,5,3,2,0,65
108,14.112684681410897,9103,99.4,53.156,53.281,53.281,0.7270960171867334,6,5,3,2,0,65
109,14.14404704898463,9103,99.4,53.156,53.281,53.281,0.7270960171867334,6,5,3,2,0,65
110,15.266781687013621,9103,99.4,53.156,53.281,53.281,0.7270960171867334,6,5,3,2,0,65
111,15.234564044821386,9103,99.4,53.156,53.281,53.281,0.7270960171867334,6,5,3,2,0,65
112,15.346380836342748,9103,99.4,53.156,53.281,53.281,0.7270960171867334,6,5,3,2,0,65
113,15.2046313851017,9103,99.4,53.156,53.281,53.281,0.7270960171867334,6,5,3,2,0,65
114,15.149657947395415,9103,99.4,53.156,53.281,53.281,0.7270960171867334,6,5,3,2,0,65
115,13.383741559983152,9387,84.5,53.343,53.312,53.468,0.7274020443847085,9,4,3,6,4,67
116,13.283791401949669,9387,84.5,53.343,53.312,53.468,0.7274020443847085,9,4,3,6,4,67
117,13.436649858723579,9387,84.5,53.343,53.312,53.468,0.7274020443847085,9,4,3,6,4,67
118,13.630261276485117,9387,84.5,53.343,53.312,53.468,0.7274020443847085,9,4,3,6,4,67
119,13.766078953932599,9387,84.5,53.343,53.312,53.468,0.7274020443847085,9,4,3,6,4,67
120,14.006130994917552,9387,84.5,53.343,53.312,53.468,0.7274020443847085,9,4,3,6,4,67
121,14.15894406373426,9387,84.5,53.343,53.312,53.468,0.7274020443847085,9,4,3,6,4,67
122,13.968860424763788,8737,,53.281,53.375,53.375,0.7272477492647914,3,4,2,2,0,63
123,14.105091118203127,8737,,53.281,53.375,53.375,0.7272477492647914,3,4,2,2,0,63
124,14.16076058772688,8737,,53.281,53.375,53.375,0.7272477492647914,3,4,2,2,0,63
125,14.25959835315956,8737,,53.281,53.375,53.375,0.7272477492647914,3,4,2,2,0,63
126,13.74136394611312,8737,,53.281,53.375,53.375,0.7272477492647914,3,4,2,2,0,63
127,13.726613431077366,8737,,53.281,53.375,53.375,0.7272477492647914,3,4,2,2,0,63
128,13.724996400476446,8737,,53.281,53.375,53.375,0.7272477492647914,3,4,2,2,0,63
129,13.772995195891387,8737,,53.281,53.375,53.375,0.7272477492647914,3,4,2,2,0,63
130,13.922030331495565,9062,99.4,53.343,53.281,53.343,0.7273041361856913,4,4,3,3,0,66
131,13.855665743903486,9062,99.4,53.343,53.281,53.343,0.7273041361856913,4,4,3,3,0,66
132,13.70589042617851,9062,99.4,53.343,53.281,53.343,0.7273041361856913,4,4,3,3,0,66
133,13.81022686115044,9062,99.4,53.343,53.281,53.343,0.7273041361856913,4,4,3,3,0,66
134,13.88419421897965,9062,99.4,53.343,53.281,53.343,0.7273041361856913,4,4,3,3,0,66
135,13.910902385311363,9062,99.4,53.343,53.281,53.343,0.7273041361856913,4,4,3,3,0,66
136,13.890401613474767,9062,99.4,53.343,53.281,53.343,0.7273041361856913,4,4,3,3,0,66
137,13.650622760454468,8900,,53.156,53.531,53.531,0.7272087910285333,3,4,2,3,0,62
138,13.76129138095082,8900,,53.156,53.531,53.531,0.7272087910285333,3,4,2,3,0,62
139,13.800684390629113,8900,,53.156,53.531,53.531,0.7272087910285333,3,4,2,3,0,62
140,13.878084208784847,8900,,53.156,53.531,53.531,0.7272087910285333,3,4,2,3,0,62
141,13.972024664132741,8900,,53.156,53.531,53.531,0.7272087910285333,3,4,2,3,0,62
142,14.026975054929988,8900,,53.156,53.531,53.531,0.7272087910285333,3,4,2,3,0,62
143,14.136419707315758,8900,,53.156,53.531,53.531,0.7272087910285333,3,4,2,3,0,62
144,14.106419401815472,8900,,53.156,53.531,53.531,0.7272087910285333,3,4,2,3,0,62
145,14.134561789574073,8859,99.4,53.218,53.656,53.562,0.7273538591977576,6,4,3,2,2,63
146,14.085527950727734,8859,99.4,53.218,53.656,53.562,0.7273538591977576,6,4,3,2,2,63
147,14.052446603568137,8859,99.4,53.218,53.656,53.562,0.7273538591977576,6,4,3,2,2,63
148,13.857908909190028,8859,99.4,53.218,53.656,53.562,0.7273538591977576,6,4,3,2,2,63
149,13.868906340414979,8859,99.4,53.218,53.656,53.562,0.7273538591977576,6,4,3,2,2,63
150,13.935351830502055,8859,99.4,53.218,53.656,53.562,0.7273538591977576,6,4,3,2,2,63
151,13.820101287344354,8859,99.4,53.218,53.656,53.562,0.7273538591977576,6,4,3,2,2,63
152,13.773854560739807,8859,99.4,53.218,53.656,53.562,0.7273538591977576,6,4,3,2,2,63
153,13.902971320984872,9184,99.4,53.75,53.687,53.687,0.7273425818135777,5,8,5,2,2,66
154,13.97691343872464,9184,99.4,53.75,53.687,53.687,0.7273425818135777,5,8,5,2,2,66
155,13.996082448769842,9184,99.4,53.75,53.687,53.687,0.7273425818135777,5,8,5,2,2,66
156,14.032653498206734,9184,99.4,53.75,53.687,53.687,0.7273425818135777,5,8,5,2,2,66
157,14.174590997725605,9184,99.4,53.75,53.687,53.687,0.7273425818135777,5,8,5,2,2,66
158,14.174830515921027,9184,99.4,53.75,53.687,53.687,0.7273425818135777,5,8,5,2,2,66
159,14.118337698009304,9184,99.4,53.75,53.687,53.687,0.7273425818135777,5,8,5,2,2,66
160,15.136864290560537,9062,,53.75,53.843,53.75,0.7272313457968933,3,5,2,3,0,65
161,14.086095606558258,9062,,53.75,53.843,53.75,0.7272313457968933,3,5,2,3,0,65
162,14.110738051823093,9062,,53.75,53.843,53.75,0.7272313457968933,3,5,2,3,0,65
163,13.942068488688264,9062,,53.75,53.843,53.75,0.7272313457968933,3,5,2,3,0,65
164,13.984975743127219,9062,,53.75,53.843,53.75,0.7272313457968933,3,5,2,3,0,65
165,13.875880412739477,9062,,53.75,53.843,53.75,0.7272313457968933,3,5,2,3,0,65
166,13.788344203660845,9062,,53.75,53.843,53.75,0.7272313457968933,3,5,2,3,0,65
167,13.986747899972322,9062,,53.75,53.843,53.75,0.7272313457968933,3,5,2,3,0,65
168,13.75222219672056,8818,99.3,53.281,53.656,53.812,0.7273907670005285,3,2,3,5,1,62
169,13.763278271084772,8818,99.3,53.281,53.656,53.812,0.7273907670005285,3,2,3,5,1,62
170,13.891965832347983,8818,99.3,53.281,53.656,53.812,0.7273907670005285,3,2,3,5,1,62
171,13.91981255745572,8818,99.3,53.281,53.656,53.812,0.7273907670005285,3,2,3,5,1,62
172,14.064368155266882,8818,99.3,53.281,53.656,53.812,0.7273907670005285,3,2,3,5,1,62
173,14.078672390817639,8818,99.3,53.281,53.656,53.812,0.7273907670005285,3,2,3,5,1,62
174,14.08500763974008,8818,99.3,53.281,53.656,53.812,0.7273907670005285,3,2,3,5,1,62
175,14.146861708765764,8818,99.3,53.281,53.656,53.812,0.7273907670005285,3,2,3,5,1,62
176,14.080893806735778,9103,99.7,53.656,53.687,53.812,0.727487649982802,4,3,5,4,0,66
177,13.90813470746621,9103,99.7,53.656,53.687,53.812,0.727487649982802,4,3,5,4,0,66
178,13.963837812823561,9103,99.7,53.656,53.687,53.812,0.727487649982802,4,3,5,4,0,66
179,13.97630797631464,9103,99.7,53.656,53.687,53.812,0.727487649982802,4,3,5,4,0,66
180,13.972909046086603,9103,99.7,53.656,53.687,53.812,0.727487649982802,4,3,5,4,0,66
181,14.05932376671393,9103,99.7,53.656,53.687,53.812,0.727487649982802,4,3,5,4,0,66
182,13.991040245509282,9103,99.7,53.656,53.687,53.812,0.727487649982802,4,3,5,4,0,66
183,13.886124813772554,8778,,53.375,53.937,53.937,0.727552238637651,2,2,2,4,2,63
184,13.870603330820007,8778,,53.375,53.937,53.937,0.727552238637651,2,2,2,4,2,63
185,13.994868252903707,8778,,53.375,53.937,53.937,0.727552238637651,2,2,2,4,2,63
186,14.120856886027964,8778,,53.375,53.937,53.937,0.727552238637651,2,2,2,4,2,63
187,14.176315709423491,8778,,53.375,53.937,53.937,0.727552238637651,2,2,2,4,2,63
188,14.190224543858283,8778,,53.375,53.937,53.937,0.727552238637651,2,2,2,4,2,63
189,14.047410761532845,8778,,53.375,53.937,53.937,0.727552238637651,2,2,2,4,2,63
190,14.134037849787028,8778,,53.375,53.937,53.937,0.727552238637651,2,2,2,4,2,63
191,14.284122410892472,8818,99.4,53.562,53.843,53.937,0.7275194317018546,4,2,3,4,2,63
192,15.286701460769164,8818,99.4,53.562,53.843,53.937,0.7275194317018546,4,2,3,4,2,63
193,13.98217851487624,8818,99.4,53.562,53.843,53.937,0.7275194317018546,4,2,3,4,2,63
194,15.248133202457556,8818,99.4,53.562,53.843,53.937,0.7275194317018546,4,2,3,4,2,63
195,15.235006737932563,8818,99.4,53.562,53.843,53.937,0.7275194317018546,4,2,3,4,2,63
196,15.19719412156874,8818,99.4,53.562,53.843,53.937,0.7275194317018546,4,2,3,4,2,63
197,15.1871790972358,8818,99.4,53.562,53.843,53.937,0.7275194317018546,4,2,3,4,2,63
198,15.237054528281323,8818,99.4,53.562,53.843,53.937,0.7275194317018546,4,2,3,4,2,63
199,13.360379185566485,9022,99.4,53.593,53.906,53.968,0.7274861121576865,4,3,3,5,0,66
200,13.181966466049625,9022,99.4,53.593,53.906,53.968,0.7274861121576865,4,3,3,5,0,66
201,13.353615944220698,9022,99.4,53.593,53.906,53.968,0.7274861121576865,4,3,3,5,0,66
202,13.263627911683416,9022,99.4,53.593,53.906,53.968,0.7274861121576865,4,3,3,5,0,66
203,13.541938545880727,9022,99.4,53.593,53.906,53.968,0.7274861121576865,4,3,3,5,0,66
204,13.742624605182108,9022,99.4,53.593,53.906,53.968,0.7274861121576865,4,3,3,5,0,66
205,13.823881876009361,9022,99.4,53.593,53.906,53.968,0.7274861121576865,4,3,3,5,0,66
206,13.8195093342471,9022,99.4,53.593,53.906,53.968,0.7274861121576865,4,3,3,5,0,66
207,13.930630884966039,9062,99.5,53.75,54.093,53.968,0.7274538178302621,4,3,2,4,2,64
208,14.134228368851685,9062,99.5,53.75,54.093,53.968,0.7274538178302621,4,3,2,4,2,64
209,13.238049848975972,9062,99.5,53.75,54.093,53.968,0.7274538178302621,4,3,2,4,2,64
210,13.649645440847687,9062,99.5,53.75,54.093,53.968,0.7274538178302621,4,3,2,4,2,64
211,13.848803423318717,9062,99.5,53.75,54.093,53.968,0.7274538178302621,4,3,2,4,2,64
212,13.833410839674011,9062,99.5,53.75,54.093,53.968,0.7274538178302621,4,3,2,4,2,64
213,13.862626502997733,9062,99.5,53.75,54.093,53.968,0.7274538178302621,4,3,2,4,2,64
214,13.920043542616673,8615,8.2,53.656,54.031,53.906,0.7274497169632875,4,2,2,3,0,63
215,13.902786985229774,8615,8.2,53.656,54.031,53.906,0.7274497169632875,4,2,2,3,0,63
216,14.05164627527706,8615,8.2,53.656,54.031,53.906,0.7274497169632875,4,2,2,3,0,63
217,14.058098573846593,8615,8.2,53.656,54.031,53.906,0.7274497169632875,4,2,2,3,0,63
218,14.091064547448909,8615,8.2,53.656,54.031,53.906,0.7274497169632875,4,2,2,3,0,63
219,14.304875719625658,8615,8.2,53.656,54.031,53.906,0.7274497169632875,4,2,2,3,0,63
220,14.17439938899722,8615,8.2,53.656,54.031,53.906,0.7274497169632875,4,2,2,3,0,63
221,14.194546629800973,8615,8.2,53.656,54.031,53.906,0.7274497169632875,4,2,2,3,0,63
222,14.12846743849981,9062,99.4,54.0,53.906,54.0,0.7272559509987405,2,3,3,5,0,67
223,14.158179350944822,9062,99.4,54.0,53.906,54.0,0.7272559509987405,2,3,3,5,0,67
224,14.237961070790872,9062,99.4,54.0,53.906,54.0,0.7272559509987405,2,3,3,5,0,67
225,14.247682456646908,9062,99.4,54.0,53.906,54.0,0.7272559509987405,2,3,3,5,0,67
226,15.307958174419241,9062,99.4,54.0,53.906,54.0,0.7272559509987405,2,3,3,5,0,67
227,15.19389100604234,9062,99.4,54.0,53.906,54.0,0.7272559509987405,2,3,3,5,0,67
228,15.223836607878509,9062,99.4,54.0,53.906,54.0,0.7272559509987405,2,3,3,5,0,67
229,15.19537723032334,9062,99.4,54.0,53.906,54.0,0.7272559509987405,2,3,3,5,0,67
230,13.353318348816627,9184,14.3,54.062,54.218,54.218,0.727251850131766,4,2,2,5,2,65
231,13.548850175566676,9184,14.3,54.062,54.218,54.218,0.727251850131766,4,2,2,5,2,65
232,13.664943197182502,9184,14.3,54.062,54.218,54.218,0.727251850131766,4,2,2,5,2,65
233,13.846014690104811,9184,14.3,54.062,54.218,54.218,0.727251850131766,4,2,2,5,2,65
234,13.790429596312297,9184,14.3,54.062,54.218,54.218,0.727251850131766,4,2,2,5,2,65
235,13.889803622876444,9184,14.3,54.062,54.218,54.218,0.727251850131766,4,2,2,5,2,65
236,14.005008581369413,9184,14.3,54.062,54.218,54.218,0.727251850131766,4,2,2,5,2,65
237,13.922584885430808,8656,48.3,53.625,54.281,54.281,0.7273364305131158,4,0,2,6,2,64
238,13.660893072338208,8656,48.3,53.625,54.281,54.281,0.7273364305131158,4,0,2,6,2,64
239,13.715347060766291,8656,48.3,53.625,54.281,54.281,0.7273364305131158,4,0,2,6,2,64
240,13.67291693832312,8656,48.3,53.625,54.281,54.281,0.7273364305131158,4,0,2,6,2,64
241,13.704726056043496,8656,48.3,53.625,54.281,54.281,0.7273364305131158,4,0,2,6,2,64
242,13.882999357866794,8656,48.3,53.625,54.281,54.281,0.7273364305131158,4,0,2,6,2,64
243,13.522510091175219,8656,48.3,53.625,54.281,54.281,0.7273364305131158,4,0,2,6,2,64
244,13.669663954007554,8656,48.3,53.625,54.281,54.281,0.7273364305131158,4,0,2,6,2,64
245,13.703875295278484,8981,99.5,54.156,54.062,54.156,0.7274281874116711,3,2,0,3,2,64
246,13.71184972326563,8981,99.5,54.156,54.062,54.156,0.7274281874116711,3,2,0,3,2,64
247,13.695910137308363,8981,99.5,54.156,54.062,54.156,0.7274281874116711,3,2,0,3,2,64
248,13.614820056545774,8981,99.5,54.156,54.062,54.156,0.7274281874116711,3,2,0,3,2,64
249,13.604795391441991,8981,99.5,54.156,54.062,54.156,0.7274281874116711,3,2,0,3,2,64
250,13.914132735318901,8981,99.5,54.156,54.062,54.156,0.7274281874116711,3,2,0,3,2,64
251,13.830126651564761,8981,99.5,54.156,54.062,54.156,0.7274281874116711,3,2,0,3,2,64
252,13.743975568036596,8818,,53.875,54.25,54.25,0.7272908083680241,4,3,5,3,32,34
253,13.858092056789609,8818,,53.875,54.25,54.25,0.7272908083680241,4,3,5,3,32,34
254,14.027631829780972,8818,,53.875,54.25,54.25,0.7272908083680241,4,3,5,3,32,34
255,13.451430513997261,8818,,53.875,54.25,54.25,0.7272908083680241,4,3,5,3,32,34
256,13.931648857548089,8818,,53.875,54.25,54.25,0.7272908083680241,4,3,5,3,32,34
257,13.983204035298863,8818,,53.875,54.25,54.25,0.7272908083680241,4,3,5,3,32,34
258,14.060926264268593,8818,,53.875,54.25,54.25,0.7272908083680241,4,3,5,3,32,34
259,14.031245191117534,8818,,53.875,54.25,54.25,0.7272908083680241,4,3,5,3,32,34
260,13.816595842803967,8940,99.4,54.468,54.218,54.468,0.7266843926641641,3,3,4,5,2,65
261,13.627736965400274,8940,99.4,54.468,54.218,54.468,0.7266843926641641,3,3,4,5,2,65
262,13.651111472742066,8940,99.4,54.468,54.218,54.468,0.7266843926641641,3,3,4,5,2,65
263,13.7027112674906,8940,99.4,54.468,54.218,54.468,0.7266843926641641,3,3,4,5,2,65
264,13.623576108175177,8940,99.4,54.468,54.218,54.468,0.7266843926641641,3,3,4,5,2,65
265,13.716916958819528,8940,99.4,54.468,54.218,54.468,0.7266843926641641,3,3,4,5,2,65
266,13.677241793108395,8940,99.4,54.468,54.218,54.468,0.7266843926641641,3,3,4,5,2,65
267,13.624239904370874,8859,,54.062,54.625,54.625,0.7268458643012866,2,4,3,3,2,63
268,13.691618164072063,8859,,54.062,54.625,54.625,0.7268458643012866,2,4,3,3,2,63
269,13.64533801808836,8859,,54.062,54.625,54.625,0.7268458643012866,2,4,3,3,2,63
270,13.562256073309772,8859,,54.062,54.625,54.625,0.7268458643012866,2,4,3,3,2,63
271,13.610711249277978,8859,,54.062,54.625,54.625,0.7268458643012866,2,4,3,3,2,63
272,13.453199473971196,8859,,54.062,54.625,54.625,0.7268458643012866,2,4,3,3,2,63
273,13.526304077914121,8859,,54.062,54.625,54.625,0.7268458643012866,2,4,3,3,2,63
274,13.61274325254125,8859,,54.062,54.625,54.625,0.7268458643012866,2,4,3,3,2,63
275,13.578457334878632,8696,3.8,54.218,54.281,54.281,0.726844839084543,3,2,4,5,2,61
276,13.665878182446125,8696,3.8,54.218,54.281,54.281,0.726844839084543,3,2,4,5,2,61
277,13.779873118710555,8696,3.8,54.218,54.281,54.281,0.726844839084543,3,2,4,5,2,61
278,13.78635007034013,8696,3.8,54.218,54.281,54.281,0.726844839084543,3,2,4,5,2,61
279,13.904861044347125,8696,3.8,54.218,54.281,54.281,0.726844839084543,3,2,4,5,2,61
